round,alive_nodes,dead_nodes,residual_energy,energy_consumed_round,throughput_round,cumulative_throughput
365,42,12,7.121693,0.017716,26,10620
366,41,13,7.114824,0.006898,18,10638
367,41,13,7.099841,0.014983,21,10659
368,41,13,7.082522,0.017319,22,10681
369,41,13,7.059137,0.023385,24,10705
370,41,13,7.04176,0.017377,27,10732
371,40,14,7.010021,0.032368,24,10756
372,40,14,6.996268,0.013753,20,10776
373,40,14,6.982187,0.014081,19,10795
374,40,14,6.961473,0.020714,24,10819
375,40,14,6.943787,0.017686,20,10839
376,40,14,6.91711,0.026677,21,10860
377,39,15,6.882744,0.039762,23,10883
378,39,15,6.856686,0.026058,19,10902
379,39,15,6.823277,0.033409,20,10922
380,39,15,6.787279,0.035998,19,10941
381,39,15,6.768649,0.01863,19,10960
382,39,15,6.751786,0.016863,24,10984
383,39,15,6.6418,0.109986,19,11003
384,39,15,6.61863,0.02317,15,11018
385,39,15,6.602783,0.015847,17,11035
386,39,15,6.58762,0.015163,21,11056
387,39,15,6.567793,0.019828,21,11077
388,39,15,6.547127,0.020666,19,11096
389,39,15,6.523932,0.023195,21,11117
390,39,15,6.504392,0.019539,20,11137
391,39,15,6.487013,0.01738,22,11159
392,39,15,6.468617,0.018396,22,11181
393,39,15,6.44712,0.021497,19,11200
394,39,15,6.431607,0.015513,22,11222
395,38,16,6.416897,0.014873,21,11243
396,38,16,6.397418,0.019479,18,11261
397,38,16,6.382271,0.015147,21,11282
398,38,16,6.358584,0.023687,17,11299
399,38,16,6.346974,0.01161,15,11314
400,38,16,6.30338,0.043594,21,11335
401,38,16,6.235253,0.068127,10,11345
402,38,16,6.1166,0.118653,19,11364
403,37,17,6.002774,0.119516,20,11384
404,37,17,5.989916,0.012858,18,11402
405,37,17,5.969894,0.020022,19,11421
406,37,17,5.951153,0.018741,18,11439
407,37,17,5.850532,0.100621,17,11456
408,37,17,5.816121,0.034411,20,11476
409,37,17,5.803638,0.012483,16,11492
410,37,17,5.775071,0.028567,18,11510
411,36,18,5.640319,0.138265,23,11533
412,36,18,5.624411,0.015908,23,11556
413,36,18,5.608036,0.016375,16,11572
414,36,18,5.595399,0.012637,17,11589
415,36,18,5.580588,0.014811,22,11611
416,34,20,5.477482,0.114588,18,11629
417,34,20,5.464467,0.013014,18,11647
418,33,21,5.438663,0.033626,22,11669
419,33,21,5.409184,0.029479,19,11688
420,33,21,5.372066,0.037118,16,11704
421,33,21,5.359488,0.012578,16,11720
422,33,21,5.292578,0.06691,13,11733
423,33,21,5.206131,0.086447,15,11748
424,33,21,5.183341,0.02279,19,11767
425,33,21,5.155705,0.027635,15,11782
426,33,21,5.144497,0.011208,14,11796
427,32,22,5.040653,0.104729,18,11814
428,32,22,4.938683,0.101969,18,11832
429,30,24,4.862947,0.080953,14,11846
430,30,24,4.853998,0.008949,8,11854
431,30,24,4.843973,0.010025,12,11866
432,30,24,4.7785,0.065473,11,11877
433,30,24,4.767161,0.011339,7,11884
434,30,24,4.752594,0.014567,13,11897
435,29,25,4.740662,0.012076,13,11910
436,29,25,4.670826,0.069835,11,11921
437,29,25,4.656867,0.013959,10,11931
438,29,25,4.647232,0.009635,11,11942
439,29,25,4.638702,0.008531,8,11950
440,29,25,4.611147,0.027554,14,11964
441,29,25,4.558895,0.052252,10,11974
442,28,26,4.490523,0.06876,12,11986
443,28,26,4.438497,0.052027,9,11995
444,28,26,4.426628,0.011868,14,12009
445,28,26,4.344125,0.082503,15,12024
446,28,26,4.330779,0.013346,11,12035
447,28,26,4.311466,0.019313,12,12047
448,27,27,4.299603,0.015973,14,12061
449,25,29,4.224374,0.080318,14,12075
450,25,29,4.162832,0.061542,11,12086
451,25,29,4.152746,0.010087,11,12097
452,25,29,4.085297,0.067449,12,12109
453,25,29,4.071733,0.013564,11,12120
454,24,30,4.014351,0.06221,11,12131
455,24,30,3.976035,0.038316,7,12138
456,24,30,3.967977,0.008058,8,12146
457,24,30,3.955067,0.01291,8,12154
458,24,30,3.93463,0.020437,9,12163
459,24,30,3.918197,0.016433,13,12176
460,24,30,3.901533,0.016664,11,12187
461,24,30,3.892408,0.009125,10,12197
462,24,30,3.836974,0.055435,10,12207
463,24,30,3.821663,0.015311,8,12215
464,24,30,3.812475,0.009188,9,12224
465,24,30,3.772505,0.03997,7,12231
466,24,30,3.754606,0.017899,10,12241
467,24,30,3.743603,0.011003,13,12254
468,24,30,3.681981,0.061622,11,12265
469,24,30,3.672235,0.009747,9,12274
470,23,31,3.6561,0.019869,13,12287
471,22,32,3.58507,0.071055,13,12300
