round,alive_nodes,dead_nodes,residual_energy,energy_consumed_round,throughput_round,cumulative_throughput
998,2,52,0.533699,4e-06,0,19791
999,2,52,0.533695,4e-06,0,19791
1000,2,52,0.533691,4e-06,0,19791
1001,2,52,0.533687,4e-06,0,19791
1002,2,52,0.533683,4e-06,0,19791
1003,2,52,0.533679,4e-06,0,19791
1004,2,52,0.533675,4e-06,0,19791
1005,2,52,0.533671,4e-06,0,19791
1006,2,52,0.533667,4e-06,0,19791
1007,2,52,0.533663,4e-06,0,19791
1008,2,52,0.533659,4e-06,0,19791
1009,2,52,0.533655,4e-06,0,19791
1010,2,52,0.533651,4e-06,0,19791
1011,2,52,0.533647,4e-06,0,19791
1012,2,52,0.533643,4e-06,0,19791
1013,2,52,0.533639,4e-06,0,19791
1014,2,52,0.533635,4e-06,0,19791
1015,2,52,0.533631,4e-06,0,19791
1016,2,52,0.533627,4e-06,0,19791
1017,2,52,0.533623,4e-06,0,19791
1018,2,52,0.533619,4e-06,0,19791
1019,2,52,0.533615,4e-06,0,19791
1020,2,52,0.533611,4e-06,0,19791
1021,2,52,0.533607,4e-06,0,19791
1022,2,52,0.533603,4e-06,0,19791
1023,2,52,0.533599,4e-06,0,19791
1024,2,52,0.533595,4e-06,0,19791
1025,2,52,0.533591,4e-06,0,19791
1026,2,52,0.533587,4e-06,0,19791
1027,2,52,0.533583,4e-06,0,19791
1028,2,52,0.533579,4e-06,0,19791
1029,2,52,0.533575,4e-06,0,19791
1030,2,52,0.526259,0.007316,1,19792
1031,2,52,0.526255,4e-06,0,19792
1032,2,52,0.526251,4e-06,0,19792
1033,2,52,0.526247,4e-06,0,19792
1034,2,52,0.526243,4e-06,0,19792
1035,2,52,0.526239,4e-06,0,19792
1036,2,52,0.526235,4e-06,0,19792
1037,2,52,0.526231,4e-06,0,19792
1038,2,52,0.526227,4e-06,0,19792
1039,2,52,0.526223,4e-06,0,19792
1040,2,52,0.526219,4e-06,0,19792
1041,2,52,0.526215,4e-06,0,19792
1042,2,52,0.526211,4e-06,0,19792
1043,2,52,0.526207,4e-06,0,19792
1044,2,52,0.526203,4e-06,0,19792
1045,2,52,0.526199,4e-06,0,19792
1046,2,52,0.526195,4e-06,0,19792
1047,2,52,0.526191,4e-06,0,19792
1048,2,52,0.526187,4e-06,0,19792
1049,2,52,0.526183,4e-06,0,19792
1050,2,52,0.526179,4e-06,0,19792
1051,2,52,0.526175,4e-06,0,19792
1052,2,52,0.526171,4e-06,0,19792
1053,2,52,0.526167,4e-06,0,19792
1054,2,52,0.526163,4e-06,0,19792
1055,2,52,0.526159,4e-06,0,19792
1056,2,52,0.526155,4e-06,0,19792
1057,2,52,0.526151,4e-06,0,19792
1058,2,52,0.526147,4e-06,0,19792
1059,2,52,0.526143,4e-06,0,19792
1060,2,52,0.526139,4e-06,0,19792
1061,2,52,0.526135,4e-06,0,19792
1062,2,52,0.526131,4e-06,0,19792
1063,2,52,0.526127,4e-06,0,19792
1064,2,52,0.526123,4e-06,0,19792
1065,2,52,0.526119,4e-06,0,19792
1066,2,52,0.526115,4e-06,0,19792
1067,2,52,0.526111,4e-06,0,19792
1068,2,52,0.526107,4e-06,0,19792
1069,2,52,0.526103,4e-06,0,19792
1070,2,52,0.526099,4e-06,0,19792
1071,2,52,0.526095,4e-06,0,19792
1072,2,52,0.526091,4e-06,0,19792
1073,2,52,0.526087,4e-06,0,19792
